0,1,2,3
"Selasa - Jumat (11:00 - 21:00), Sabtu - Minggu (08:00 - 22:00), Senin Tutup",,081212348021,"4.3,4.6,4.3,4.4,4.4"
Senin - Minggu (11:00 - 21:00),,021 27939718,"4.1,4.3,3.8,4.2,4.0"
"Senin - Kamis (12:00 - 21:00), Jumat - Minggu (11:00 - 21:00)",,082297464141,"4.3,3.9,3.8,4.0,4.0"
Senin - Minggu (10:00 - 24:00),,081291128698,"4.1,4.6,4.2,4.1,4.2"
"Senin - Jumat (11:00 - 20:00), Sabtu - Minggu (11:00 - 21:00)",,021 53128539,"4.6,4.3,3.9,4.2,4.1"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (08:00 - 22:00)",,087824269298,"4.3,4.5,3.4,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,082299995900,"4.5,4.3,4.7,4.3,4.5"
Senin - Minggu (11:00 - 22:00),,021 24524622,"4.2,4.0,3.9,4.2,4.4"
Senin - Minggu (10:00 - 22:00),,031 5355104,"4.4,4.0,4.1,4.1,4.1"
Senin - Minggu (08:00 - 22:00),,081294499483,"4.2,4.1,3.8,4.1,4.2"
Senin - Minggu (09:00 - 21:00),,087877469293,"4.3,4.1,4.0,3.9,4.1"
Senin - Minggu (08:00 - 22:00),,081321543345,"4.3,4.1,4.0,4.1,4.1"
Senin - Minggu (09:00 - 20:15),,08111831505,"4.4,3.7,4.0,4.6,4.1"
Senin - Minggu (07:00 - 23:00),,031 51907773,"4.4,4.6,3.8,4.6,4.3"
"Selasa - Minggu (11:00 - 21:00), Senin Tutup",,08111906888,"4.0,4.9,3.9,4.8,4.3"
Senin - Minggu (10:00 - 21:00),,021 22463154,"4.6,4.0,4.5,4.4,4.0"
Senin - Minggu (10:00 - 22:00),,08118382722,"4.1,4.2,3.4,4.3,4.3"
"Selasa - Jumat (11:00 - 21:00), Sabtu - Minggu (08:00 - 21:00), Senin Tutup",,081384459407,"4.1,4.2,3.8,3.8,4.1"
Senin - Minggu (09:00 - 21:00),,0811902009,"4.1,4.5,4.0,4.0,4.1"
Senin - Minggu (11:00 - 24:00),,021 3900899,"4.1,4.6,3.3,4.5,4.4"
Senin - Minggu (11:00 - 21:00),,081919880019,"4.1,4.2,4.1,4.2,4.2"
Senin - Minggu (10:00 - 22:00),,021 27088644,"4.5,3.6,4.0,4.2,3.9"
"Senin - Kamis (08:00 - 20:00), Jumat - Minggu (10:00 - 22:00)",,087885776188,"4.0,4.4,3.7,3.9,4.3"
"Senin - Selasa (11:00 - 01:00), Rabu - Kamis (11:00 - 02:00), Jumat (11:00 - 03:00), Sabtu (10:00 - 03:00), Minggu (10:00 - 01:00)",,021 29783111,"4.2,4.5,3.4,4.2,4.2"
"Senin - Kamis (11:00 - 21:00), Jumat - Minggu (11:00 - 22:00)",,031 5678328,"4.2,4.0,4.0,4.1,4.0"
Senin - Minggu (09:00 - 21:00),,08118991150,"4.3,4.1,4.0,4.1,4.2"
"Senin - Jumat (07:00 - 22:00), Minggu (07:00 - 22:00), Sabtu Tutup",,08111010736,"4.4,3.4,4.4,4.0,3.9"
Senin - Minggu (11:00 - 21:00),,087772435962,"4.3,3.9,4.2,4.0,4.0"
"Senin - Minggu (12:00 - 15:00, 18:00 - 22:30)",,021 29921383,"4.3,4.4,3.5,4.5,4.3"
Senin - Minggu (11:00 - 22:00),,081292929373,"4.4,3.8,4.3,4.1,4.1"
Senin - Minggu (07:00 - 22:00),,081769690030,"4.2,4.1,4.1,4.3,4.2"
Senin - Minggu (11:00 - 22:00),,081220088995,"4.3,4.3,3.8,4.3,4.3"
Senin - Minggu (08:00 - 21:00),,08977006555,"4.4,4.6,3.7,4.0,4.4"
Senin - Minggu (10:00 - 21:00),"Roemah Legit menyajikan rangkaian pengembaraan kecapan & cita rasa tanah air yang dibumbui keaslian rempah Nusantara dalam setiap sajian dan kue kue tradisional Bali, Roemah Legit diharapkan menjadi rumah bagi mereka yang ingin kembali pada ke-legit-an (red:ke-asli-an) rupa rasa Nusantara dengan kenangan legit (red:manis) nya...",022 4201997,"4.5,4.5,3.5,3.9,4.5"
Senin - Minggu (07:00 - 19:00),,08111542326,"4.2,4.2,4.1,4.2,4.3"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.3,4.0,4.3,4.1,4.2"
Senin - Minggu (08:30 - 21:30),,081295592233,"4.1,4.2,3.6,4.0,4.0"
Senin - Minggu (10:00 - 21:00),,082260001878,"4.7,3.7,3.8,3.9,4.3"
Senin - Minggu (07:00 - 21:00),,021 2295 6067,"4.2,3.6,4.5,4.2,4.1"
Senin - Minggu (11:00 - 21:00),,08978281000,"5.0,4.5,5.0,4.3,4.5"
Senin - Minggu (10:00 - 22:00),,021 84983510,"4.3,4.4,4.2,4.0,4.2"
"Senin (11:00 - 22:00), Rabu - Kamis (11:00 - 22:00), Jumat - Minggu (10:00 - 22:00), Selasa Tutup",,08111952795,"4.2,4.2,4.0,3.8,4.0"
Senin - Minggu (11:00 - 21:00),,021 29488707,"4.4,3.9,3.7,4.0,4.2"
"Senin - Jumat (07:00 - 23:00), Sabtu (07:00 - 24:00), Minggu (07:00 - 23:00)",,085100602256,"4.3,4.6,3.7,4.6,4.6"
"Senin - Kamis (10:00 - 20:30), Jumat - Minggu (10:00 - 21:00)",,081384848681,"5.0,5.0,5.0,4.7,5.0"
Senin - Minggu (11:00 - 21:00),Wine and Beyond,021 57901477,"4.2,4.2,3.8,4.3,4.5"
Senin - Minggu (10:00 - 21:00),,021 50991370,"4.4,4.3,3.6,4.1,4.4"
Senin - Minggu (10:00 - 22:00),,021 22774785,"4.5,3.8,3.9,4.0,4.0"
Senin - Minggu (10:00 - 21:00),,021 27893415,"4.2,4.2,3.7,4.3,4.2"
"Selasa - Kamis (10:00 - 20:00), Jumat - Sabtu (09:00 - 20:00), Minggu (10:00 - 20:00), Senin Tutup",,081272722020,"4.4,3.9,3.9,4.2,4.0"
"Selasa - Kamis (11:30 - 21:30), Jumat - Minggu (11:30 - 22:00), Senin Tutup",,081251155592,"4.5,4.4,4.0,4.4,4.4"
"Senin - Kamis (06:00 - 10:30, 12:00 - 15:00, 18:00 - 22:00), Jumat - Sabtu (06:00 - 10:30, 12:00 - 15:00, 18:00 - 22:30), Minggu (06:00 - 10:30, 12:00 - 15:00, 18:00 - 22:00)",,021 23583898,"3.9,4.4,3.5,4.3,4.4"
Senin - Minggu (10:00 - 21:00),,081113806017,"4.3,3.9,3.8,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,081311066696,"4.2,3.7,4.2,4.0,4.0"
"Selasa - Sabtu (10:00 - 20:00), Minggu (12:00 - 20:00), Senin Tutup",,0817177888,"4.2,4.3,3.8,4.0,4.3"
Senin - Minggu (11:00 - 20:30),,021 80658180,"4.1,4.4,3.9,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,021 57973516,"4.2,4.1,3.9,4.3,4.2"
Senin - Minggu (10:00 - 22:00),,021 45853681,"4.3,4.0,4.0,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,081223366587,"4.6,4.4,4.1,4.6,4.3"
Senin - Minggu (07:00 - 21:00),,08111291601,"4.4,4.4,4.3,4.1,4.6"
Senin - Minggu (10:00 - 22:00),,021 39835100,"4.3,3.9,3.8,4.0,4.1"
"Senin - Kamis (11:00 - 20:00), Jumat - Minggu (10:00 - 21:00)",,08119876668,"4.3,4.0,3.6,4.1,4.2"
"Selasa - Sabtu (09:30 - 17:30), Senin dan Minggu Tutup",,021 31923698,"4.2,4.1,3.7,4.0,4.0"
"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (10:00 - 23:00)",,021 71793538,"4.4,4.3,3.9,4.3,4.1"
Senin - Minggu (10:00 - 20:00),,085770227209,"3.8,4.8,3.4,4.0,4.2"
Senin - Minggu (07:00 - 21:00),,031 7349051,"4.5,3.8,4.4,4.2,4.2"
Senin - Minggu (07:30 - 22:00),,031 99150899,"3.8,4.7,3.5,4.3,4.5"
"Senin - Kamis (12:00 - 20:00), Jumat - Minggu (12:00 - 21:00)",,085693210452,"4.2,4.0,3.7,4.2,4.2"
"Senin - Jumat (08:00 - 20:00), Sabtu - Minggu (07:00 - 20:00)",,021 2295 6067,"4.5,4.7,3.8,4.7,4.7"
Senin - Minggu (15:00 - 24:00),,081770588889,"4.3,3.3,4.7,4.8,4.1"
Senin - Minggu (10:00 - 22:00),,021 24100048,"4.8,5.0,4.0,5.0,4.8"
"Senin - Sabtu (06:00 - 21:00), Minggu (08:00 - 21:00)",,021 22720330,"3.9,4.4,3.9,3.9,4.1"
Senin - Minggu (08:00 - 22:00),,087721648181,"4.1,4.3,4.0,4.3,3.9"
Senin - Minggu (10:00 - 21:00),,021 29072008,"4.3,4.0,3.7,3.9,4.1"
Senin - Minggu (16:00 - 20:00),,021 27887768,"3.9,4.6,3.4,4.1,4.4"
"Senin - Jumat (11:00 - 20:00), Sabtu - Minggu (08:00 - 21:00)",,081398999911,"4.0,4.2,3.9,4.1,4.2"
Senin - Minggu (07:00 - 21:00),,081219152245,"4.2,4.5,3.9,4.2,4.2"
"Selasa - Kamis (07:00 - 18:00), Jumat (13:00 - 21:00), Sabtu (07:00 - 21:00), Minggu (07:00 - 18:00), Senin Tutup",,081212844322,"4.0,4.5,3.9,4.5,4.5"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)",,087875008882,"4.2,4.7,3.9,4.0,4.4"
Senin - Minggu (10:00 - 21:00),,021 29629441,"4.4,4.3,3.5,4.1,4.2"
24 Jam,,081119050002,"4.3,3.9,4.0,3.8,3.9"
Senin - Minggu (07:00 - 21:00),,021 2295 6067,"4.4,4.0,4.1,4.1,4.1"
Senin - Minggu (09:00 - 21:00),,081221962887,"4.4,4.4,4.5,3.9,4.3"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (07:30 - 21:00)",,08118289914,"4.1,4.4,4.0,4.9,4.6"
"Senin - Kamis (11:00 - 01:00), Jumat - Sabtu (11:00 - 02:00), Minggu (11:00 - 01:00)",,021 29941660,"4.1,4.6,3.3,4.2,4.4"
Senin - Minggu (10:00 - 22:00),,08881172366,"4.1,3.6,4.4,4.1,4.1"
"Senin - Kamis (07:00 - 10:00), Jumat (07:00 - 10:00, 18:00 - 21:00), Sabtu - Minggu (07:00 - 10:00, 12:00 - 14:30, 18:00 - 21:00)",,021 25518888,"4.2,4.3,3.5,4.3,4.3"
"Senin - Minggu (06:00 - 10:30, 12:00 - 15:30, 18:00 - 21:00)",,021 39507355,"4.4,5.0,3.8,4.8,4.8"
"Senin - Kamis (09:00 - 21:00), Jumat - Sabtu (09:00 - 22:00), Minggu (09:00 - 20:00)",,081311995656,"4.1,4.4,3.8,4.0,4.4"
Senin - Minggu (07:00 - 21:00),,021 45856951,"4.3,4.3,3.8,4.1,4.2"
"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,081294378714,"4.7,4.3,4.5,4.5,4.0"
Senin - Minggu (09:00 - 21:00),,087722187778,"4.5,4.5,4.8,4.3,3.7"
Senin - Minggu (11:00 - 21:30),,031 5311360,"4.0,4.5,3.6,4.2,4.4"
Senin - Minggu (10:00 - 22:00),,021 29921904,"4.5,4.0,3.8,4.1,4.0"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.4,4.2,4.2,4.1,4.2"
"Senin - Jumat (08:00 - 20:00), Sabtu - Minggu (07:00 - 21:00)",,081389634510,"4.3,4.5,4.0,3.9,4.3"
Senin - Minggu (10:00 - 21:00),,021 29889318,"4.2,4.8,3.5,4.2,4.6"
Senin - Minggu (11:00 - 22:00),,021 50861550,"4.4,4.2,3.7,4.3,4.4"
Senin - Minggu (11:00 - 20:00),,021 7207622,"4.1,4.2,4.0,3.9,4.2"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.3,4.1,4.0,4.2,4.3"
"Senin - Sabtu (12:00 - 22:00), Minggu (11:00 - 22:00)",,021 7506771,"4.4,4.1,3.9,4.2,4.4"
Senin - Minggu (10:00 - 22:00),,08113420020,"4.2,4.1,4.0,3.9,3.9"
Senin - Minggu (06:00 - 21:00),,021 22770007,"3.8,4.7,3.3,4.3,4.3"
Senin - Minggu (09:00 - 22:00),,08112136533,"4.1,4.4,3.5,4.0,4.0"
Senin - Minggu (09:00 - 21:00),,081292506253,"4.0,4.3,3.7,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,021 3148957,"4.2,4.5,3.6,4.5,4.6"
Senin - Minggu (10:00 - 22:00),,0811308153,"4.9,3.7,4.3,3.8,4.6"
Senin - Minggu (10:00 - 22:00),,021 7667000,"4.6,3.8,3.8,4.0,4.0"
Senin - Minggu (11:00 - 21:00),,021 72782828,"4.2,4.1,3.5,4.2,4.1"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,021 72781234,"4.2,4.2,3.6,3.9,4.1"
Senin - Minggu (11:00 - 21:00),,022 2040055,"4.3,4.6,4.0,4.3,4.4"
Senin - Minggu (11:00 - 20:30),,021 22222189,"4.3,4.3,4.3,4.6,4.4"
Senin - Minggu (06:00 - 02:00),,082233337398,"4.4,3.8,4.3,4.1,3.8"
"Senin - Kamis (10:00 - 24:00), Jumat - Sabtu (10:00 - 02:00), Minggu (10:00 - 24:00)",,021 29529751,"4.4,4.1,3.9,4.1,4.3"
Senin - Minggu (10:00 - 21:00),,081211115057,"4.4,4.0,3.9,4.3,4.2"
Senin - Minggu (07:00 - 21:00),,082113304593,"4.1,4.2,3.8,3.8,3.9"
Senin - Minggu (10:00 - 22:00),,082121026823,"4.7,4.0,4.4,4.4,4.3"
"Senin - Minggu (06:30 - 10:00, 12:00 - 14:30, 18:00 - 21:00)",,021 29229999,"4.1,4.2,3.4,4.2,4.3"
"Senin - Jumat (10:00 - 21:30), Sabtu - Minggu (10:00 - 22:00)",,031 58255277,"4.7,3.5,4.2,3.8,3.9"
"Senin - Jumat (11:00 - 19:00), Sabtu (12:00 - 21:00), Minggu Tutup",,08119272638,"4.2,4.3,3.7,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,081233832987,"4.4,3.6,4.2,4.3,4.2"
Senin - Minggu (08:00 - 21:00),,021 45843837,"4.1,4.0,3.9,4.0,4.1"
Senin - Minggu (11:00 - 20:00),,021 5460980,"4.6,3.8,4.0,4.0,4.1"
Senin - Minggu (10:00 - 20:30),,021 30052595,"4.6,4.1,3.8,3.9,4.1"
Senin - Minggu (10:00 - 22:00),,021 22561893,"4.1,4.2,3.6,4.1,4.2"
"Senin - Kamis (11:00 - 23:00), Jumat - Sabtu (11:00 - 24:00), Minggu (10:00 - 23:00)",,085697408869,"4.4,3.6,4.0,4.1,4.1"
Senin - Minggu (07:00 - 22:00),,021 5638805,"4.0,4.3,3.8,3.9,4.0"
Senin - Minggu (11:00 - 21:00),,021 5156888,"4.1,4.6,3.7,4.3,4.5"
Senin - Minggu (10:00 - 22:00),,031 5318309,"4.1,4.1,4.1,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,081311832940,"4.0,4.2,3.7,4.4,4.3"
Senin - Minggu (08:00 - 20:00),,08815403717,"4.3,4.0,4.0,3.6,4.0"
Senin - Minggu (11:00 - 22:00),,021 29921850,"4.4,3.9,3.7,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 29924358,"4.4,3.7,3.6,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 29053224,"4.3,4.0,4.2,3.9,4.0"
Senin - Minggu (07:00 - 21:00),,021 2295 6067,"4.4,3.7,4.3,4.2,4.1"
Senin - Minggu (10:00 - 20:00),"AN ELEVATED TWIST ON TRADITION
We serve the all time favorite Indonesian snack, Pisang Goreng, with some elevated twists; and flavorful Nasi Bakar, like no other. Pair it with our coffee, and be ready for the day. Not a coffee person? Try our housemade Passion Zing, or the best seller Hojicha Latte.

*New exciting menu: Baking Soon!*
",081219193310,"4.3,3.7,4.1,4.3,4.5"
Senin - Minggu (07:00 - 22:00),,021 29023340,"4.1,4.3,3.5,4.1,4.1"
Senin - Minggu (11:00 - 21:30),,031 5955082,"4.4,4.4,3.5,4.5,4.5"
"Senin - Jumat (07:00 - 13:00), Sabtu - Minggu (07:00 - 15:00)",,08388888572,"4.3,3.6,4.5,4.5,3.9"
"Senin - Sabtu (16:00 - 21:00), Minggu Tutup",,081770746987,"5.0,4.0,5.0,5.0,4.5"
Senin - Minggu (10:00 - 22:00),,021 57973368,"4.4,4.1,4.0,3.8,4.1"
Senin - Minggu (11:00 - 20:00),,021 45850385,"4.2,4.2,4.0,4.1,4.0"
Senin - Minggu (10:00 - 21:00),,021 29042817,"4.2,4.4,3.9,4.3,4.4"
Senin - Minggu (11:00 - 21:00),,031 5355511,"4.2,4.5,3.6,4.5,4.4"
Senin - Minggu (11:00 - 20:00),,08987777889,"4.0,4.6,3.8,4.6,4.2"
Senin - Minggu (10:00 - 21:00),,021 22834929,"4.2,4.0,3.8,3.9,4.2"
"Senin - Jumat (08:00 - 21:00), Sabtu - Minggu (08:00 - 22:00)",,081213960941,"3.7,4.6,3.9,3.8,3.8"
"Senin - Kamis (11:30 - 21:00), Jumat - Minggu (11:30 - 22:30)",,081210683471,"4.8,4.1,3.8,4.5,4.4"
"Senin - Kamis (10:00 - 19:00), Jumat - Minggu (10:00 - 22:00)",,082261200202,"4.1,4.5,4.0,4.6,4.4"
"Senin - Kamis (08:00 - 23:00), Jumat - Sabtu (09:00 - 24:00), Minggu (08:00 - 23:00)",,021 29052921,"4.2,3.8,3.8,4.2,4.0"
"Senin - Kamis (08:00 - 22:00), Jumat - Minggu (07:00 - 23:00)",,08111128818,"4.4,4.8,4.6,4.6,4.0"
Senin - Minggu (13:00 - 21:00),,031 5345820,"4.3,4.0,3.7,4.2,4.2"
"Senin - Sabtu (11:00 - 22:00), Minggu (10:00 - 22:00)",,021 56985333,"4.1,4.4,3.6,3.9,4.2"
Senin - Minggu (11:00 - 21:00),,021 29236833,"4.2,3.9,3.7,4.2,4.2"
"Senin - Kamis (11:30 - 15:00, 18:00 - 24:00), Jumat - Sabtu (11:30 - 15:00, 18:00 - 01:00), Minggu (11:30 - 15:00, 18:00 - 24:00)",,021 27513030,"4.3,4.0,3.7,4.1,4.1"
Senin - Minggu (10:00 - 21:00),,021 56985174,"4.2,3.9,4.1,4.4,4.5"
"Senin - Jumat (09:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,021 30020229,"4.0,4.4,3.9,4.0,4.2"
Senin - Minggu (11:00 - 20:00),,021 22669808,"4.5,4.8,3.7,4.7,4.3"
Senin - Minggu (09:00 - 20:00),,021 29703333,"4.2,4.2,3.8,4.3,4.5"
"Senin - Jumat (10:00 - 14:30, 18:00 - 21:00), Sabtu - Minggu (10:00 - 21:00)",,022 6046778,"4.6,3.9,3.7,4.0,4.4"
Senin - Minggu (08:30 - 22:00),,087775507575,"4.2,4.5,4.7,4.3,4.5"
"Senin - Kamis (11:00 - 15:00, 18:00 - 22:00), Jumat - Minggu (11:00 - 22:00)",,021 3928892,"4.2,4.6,3.3,4.3,4.2"
Senin - Minggu (07:00 - 22:00),,021 3161413,"4.1,4.0,3.6,4.0,4.1"
"Senin - Sabtu (09:00 - 18:00), Minggu Tutup",,0251 7545475,"4.0,4.1,3.9,4.1,4.0"
"Senin - Minggu (11:30 - 14:30, 17:00 - 21:00)",,021 7247724,"4.3,4.2,3.7,4.0,4.1"
"Senin - Kamis (11:00 - 23:00), Jumat - Sabtu (11:00 - 24:00), Minggu (11:00 - 23:00)",,021 51401484,"4.2,4.3,3.5,4.3,4.1"
Senin - Minggu (10:00 - 21:00),,021 5639288,"4.5,3.7,4.0,4.0,4.0"
Senin - Minggu (08:00 - 20:00),,082143791308,"4.2,4.2,3.9,3.9,4.2"
"Senin - Kamis (10:00 -22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)",,0251 7566626,"4.0,4.4,3.9,4.1,4.1"
Senin - Minggu (07:00 - 22:00),,08986024297,"4.2,4.3,3.5,4.2,4.3"
Senin - Minggu (08:00 - 23:00),,031 7322552,"4.0,4.3,3.8,4.2,4.2"
Senin - Minggu (11:00 - 19:30),,021 53164795,"4.3,3.8,4.1,4.2,4.1"
Senin - Minggu (12:00 - 21:00),,022 64404771,"4.7,4.1,3.8,4.0,4.3"
Senin - Minggu (07:00 - 21:00),,022 64404047,"3.9,4.9,3.5,3.9,4.1"
"Senin - Minggu (06:00 - 10:30, 12:00 - 15:00, 18:00 - 22:00)",,021 29200088,"4.1,4.3,3.4,4.2,4.1"
Senin - Minggu (08:00 - 20:00),"Berhenti sejenak untuk menikmati momen sambil bersyukur.
Seperti tagline kami, ""Take a pause and count your blessings""",089601014454,"3.9,4.2,3.7,4.1,4.1"
Senin - Minggu (11:00 - 21:00),,022 4262815,"4.2,4.7,3.6,4.1,4.3"
Senin - Minggu (11:00 - 21:00),,081210760343,"4.7,3.8,4.1,4.1,4.0"
24 Jam,,081212056665,"4.4,3.7,4.3,4.0,3.9"
Senin - Minggu (09:00 - 21:00),,082119456950,"4.3,4.0,4.1,4.0,3.6"
Senin - Minggu (11:00 - 21:00),,031 99440649,"4.4,4.1,4.4,4.1,4.0"
"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (08:00 - 21:00)",,021 22393256,"3.9,4.5,3.2,4.2,4.4"
Senin - Minggu (09:00 - 21:00),,022 20529595,"4.1,4.5,3.6,4.0,4.3"
Senin - Minggu (10:00 - 21:00),,022 6030228,"4.1,4.7,3.9,4.2,4.3"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.7,3.7,4.0,4.1,4.1"
Senin - Minggu (10:30 - 22:00),,021 57973011,"4.3,4.6,3.9,3.9,4.3"
"Senin - Jumat (09:00 - 22:00), Sabtu (08:00 - 23:00), Minggu (08:00 - 22:00)",,022 2789098,"4.1,4.8,4.1,3.9,4.3"
"Senin - Minggu (11:30 - 14:30, 18:30 - 22:30)",,021 3805555,"4.3,4.5,4.1,4.1,4.4"
"Senin - Minggu (11:00 - 14:00, 16:00 - 21:00)",,082127345510,"4.3,4.1,4.4,4.6,4.3"
"Senin - Kamis (07:00 - 20:00), Jumat - Minggu (07:00 - 22:00)",,085954632473,"4.3,4.2,3.8,4.6,4.3"
"Senin - Jumat (11:00 - 22:00), Sabtu - Minggu (08:00 - 21:00)",,021 5303081,"4.3,4.2,4.0,4.3,4.3"
Senin - Minggu (08:00 - 23:00),,081382185280,"4.0,4.6,4.1,4.1,3.9"
Senin - Minggu (10:00 - 21:00),, 021 5637026,"4.2,4.0,3.7,4.2,4.0"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.1,4.2,3.2,4.2,4.3"
Senin - Minggu (07:00 - 22:00),,081111122719,"4.3,4.7,4.7,4.3,3.7"
Senin - Minggu (10:00 - 23:00),,081288093440,"4.3,4.8,3.8,4.5,4.5"
Senin - Minggu (09:30 - 21:30),,031 7430778,"4.2,4.7,4.2,4.5,4.7"
Senin - Minggu (08:30 - 20:00),,021 39729961,"3.8,4.4,3.7,4.2,4.3"
Senin - Minggu (10:00 - 20:00),,021 77218774,"4.3,4.3,4.6,4.3,4.3"
Senin - Minggu (11:00 - 21:00),,031 5010666,"4.0,4.9,3.6,4.9,5.0"
Senin - Minggu (07:00 - 21:00),,087753818828,"4.4,4.0,4.3,4.6,4.7"
"Senin - Kamis (07:30 - 20:00), Jumat - Minggu (07:30 - 21:00)",,081314855500,"3.4,4.9,4.3,4.9,4.9"
Senin - Minggu (10:00 - 21:00),,021 7229620,"4.4,4.4,4.1,4.1,4.4"
"Senin - Kamis (07:00 - 22:00), Jumat - Sabtu (07:00 - 24:00), Minggu (07:00 - 22:00)",,021 7223712,"4.0,4.2,3.7,4.0,3.9"
Senin - Minggu (10:00 - 21:00),,021 5828297,"4.0,4.2,3.6,4.1,4.3"
Senin - Minggu (07:00 - 20:30),,021 27085065,"4.1,4.2,3.7,4.0,4.2"
Senin - Minggu (07:00 - 22:00),,021 2295 6067,"4.4,3.9,4.4,4.0,4.0"
Senin - Minggu (11:30 - 21:00),,021 29538428,"4.4,4.0,4.0,4.0,4.1"
Senin - Minggu (11:00 - 20:00),,021 2295 6067,"4.1,3.9,3.9,3.9,4.0"
Senin - Minggu (08:00 - 22:00),,021 2295 6067,"3.9,4.2,3.9,3.9,3.8"
Senin - Minggu (09:00 - 21:00),,021 8463819,"4.8,4.5,4.8,4.8,4.5"
Senin - Minggu (10:30 - 22:00),,081210022636,"4.8,4.8,4.3,5.0,4.5"
Senin - Minggu (10:00 - 21:00),,081213385855,"4.2,3.7,3.9,4.3,4.5"
Senin - Minggu (11:00 - 22:00),,021 57973250,"4.5,4.0,4.0,3.8,3.9"
Senin - Minggu (11:00 - 22:00),,021 3928944,"4.1,4.3,3.4,4.3,4.1"
Senin - Minggu (07:00 - 22:00),,081210679655,"4.4,4.2,3.8,4.3,4.4"
Senin - Minggu (10:00 - 21:00),,021 5822375,"4.3,4.0,3.8,3.8,4.1"
Senin - Minggu (10:00 - 21:00),,021 2295 6067,"4.1,4.4,3.9,4.4,4.5"
Senin - Minggu (10:00 - 22:00),,021 29465183,"4.3,4.0,3.6,4.1,4.2"
Senin - Minggu (07:00 - 21:00),,022 4261336,"4.1,4.4,3.6,3.7,4.0"
Senin - Minggu (11:00 - 20:30),,022 20530987,"4.1,4.3,3.6,4.0,4.3"
Senin - Minggu (10:00 - 22:00),,081291986122,"4.5,3.3,4.2,4.3,4.2"
Senin - Minggu (08:00 - 23:00),,021 27887788,"3.9,4.6,3.4,4.2,4.6"
Senin - Minggu (11:00 - 21:00),,021 29464916,"4.2,3.9,3.8,3.9,4.0"
"Senin - Kamis (07:00 - 01:00), Kamis - Jumat (07:00 - 02:00), Sabtu - Minggu (07:00 - 01:00)",,1500992,"4.4,3.9,4.2,3.9,4.1"
"Senin - Kamis (07:30 - 21:00), Jumat - Sabtu (07:30 - 22:00), Minggu (10:00 - 21:00)",,021 5600911,"3.8,4.3,4.2,4.2,4.2"
Senin - Minggu (10:00 - 22:00),,08113469435,"4.1,4.0,4.0,4.3,4.4"
"Senin - Kamis (08:00 - 20:00), Jumat - Minggu (08:00 - 21:00)",,082166462566,"3.9,4.3,4.0,4.1,3.9"
Senin - Minggu (08:00 - 22:00),,022 2033406,"4.0,4.8,3.8,3.8,4.3"
"Senin - Kamis (09:00 - 17:00), Jumat (09:00 - 20:00), Sabtu - Minggu (07:00 - 21:00)",,08118806886,"4.0,4.2,3.8,4.1,4.2"
Senin - Minggu (10:00 - 21:00),,021 50116017,"4.3,4.2,3.8,4.6,4.2"
Senin - Minggu (10:00 - 20:30),,081222127227,"4.6,3.8,4.2,4.1,4.2"
"Senin - Kamis (07:00 - 22:00), Jumat - Sabtu (07:00 - 24:00), Minggu (07:00 - 22:00)",,081112723645,"4.4,4.2,4.3,3.8,4.1"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (08:00 - 21:00)",,031 5957999,"4.1,4.8,4.1,3.6,4.5"
"Rabu - Minggu (09:00 - 18:00), Senin - Selasa Tutup",,081386777661,"4.4,3.4,3.9,4.2,4.2"
Senin - Minggu (10:00 - 21:00),,021 29465184,"4.3,3.8,3.9,4.0,4.1"
Senin - Minggu (10:00 - 20:00),,022 82481268,"4.2,4.5,3.9,3.9,4.2"
Senin - Minggu (11:00 - 21:00),,081220088992,"4.5,4.3,3.6,3.9,4.2"
"Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)",,021 22807064,"4.3,4.5,4.3,4.5,4.3"
Senin - Minggu (08:00 - 22:00),,085943133040,"4.3,4.1,3.7,4.5,4.1"
