0,1,2,3
"Senin - Jumat (11:00 - 20:00), Sabtu - Minggu (09:00 - 21:00)",,081398663446,"4.0,4.3,3.9,4.1,4.0"
Senin - Minggu (11:00 - 22:00),,082299664480,"3.8,4.4,3.9,4.1,4.3"
Senin - Minggu (10:00 - 22:00),,081286943831,"4.3,3.9,4.3,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,021 22718882,"4.1,4.3,3.9,3.9,4.1"
"Senin (08:00 - 23:30), Selasa - Kamis (08:00 - 24:00), Jumat - Sabtu (08:00 - 00:30), Minggu (08:00 - 23:30)",,021 29921234,"3.9,4.7,3.4,4.1,4.4"
Senin - Minggu (05:00 - 18:00),,022 4206517,"4.2,3.8,4.3,3.9,4.0"
Senin - Minggu (10:00 - 21:00),,031 99146370,"4.0,4.1,3.9,4.0,4.2"
Senin - Minggu (10:00 - 22:00),,021 3507788,"4.6,3.5,4.0,4.0,3.8"
Senin - Minggu (10:00 - 21:00),,021 5603968,"4.1,3.9,3.8,3.9,4.1"
"Senin - Jumat (07:00 - 20:00), Sabtu - Minggu Tutup",,021 29079646,"4.1,4.2,4.1,4.4,4.1"
"Senin - Minggu (11:00 - 15:00, 18:00 - 21:00)",,021 72788373,"4.3,4.0,4.1,4.6,4.2"
Senin - Minggu (08:00 - 23:00),,08156117662,"4.0,4.4,4.0,4.3,4.2"
Senin - Minggu (06:00 - 22:00),,082317171515,"4.0,4.2,3.6,3.6,4.0"
Senin - Minggu (10:00 - 21:00),,021 7258568,"4.0,3.9,3.7,4.1,4.1"
Senin - Minggu (11:30 - 21:00),,021 29424861,"4.4,3.8,3.8,4.2,4.0"
"Senin - Sabtu (09:00 - 21:00), Minggu (10:00 - 20:30)",,022 2515555,"4.1,4.0,3.9,3.8,4.0"
"Senin - Kamis (08:00 - 20:00), Jumat - Sabtu (08:00 - 22:00), Minggu (08:00 - 20:00), Selasa Tutup",,081219700478,"3.8,4.4,3.8,3.7,3.9"
"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)",,031 5677758,"3.9,4.4,3.9,4.3,4.1"
Senin - Minggu (08:00 - 21:00),,081299899585,"4.0,4.2,4.3,3.7,4.4"
Senin - Minggu (10:00 - 21:00),,021 22463408,"4.2,3.9,4.2,4.2,4.3"
Senin - Minggu (10:00 - 21:00),,021 5822728,"4.2,3.9,4.0,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,0251 8400862,"4.5,4.2,3.8,3.8,4.1"
Senin - Minggu (11:00 - 21:00),,082114613654,"4.4,3.9,4.2,3.9,4.2"
"Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (11:00 - 20:00)",,081905565656,"4.5,3.2,4.3,4.1,3.9"
"Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)",,021 23583985,"4.0,4.0,3.8,3.9,4.1"
Senin - Minggu (08:00 - 21:00),,085888022199,"4.7,4.3,4.5,3.7,4.0"
Senin - Minggu (10:00 - 21:00),,081315605857,"4.8,3.5,4.7,4.5,4.3"
Senin - Minggu (11:00 - 21:00),,021 29689886,"4.5,3.8,3.8,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,081314212104,"4.7,3.8,3.9,3.9,3.7"
Senin - Minggu (09:00 - 21:00),,087878946858,"4.3,4.1,3.8,3.8,4.0"
Senin - Minggu (07:00 - 01:00),,031 5673933,"4.4,3.9,4.0,3.9,3.9"
Senin - Minggu (10:00 - 21:00),,021 22668819,"4.1,3.8,4.4,4.2,3.9"
"Senin - Sabtu (10:30 - 22:30), Minggu Tutup",,021 91019101,"4.3,3.8,4.4,3.8,3.8"
Senin - Minggu (10:00 - 22:00),,081211069322,"4.5,3.7,4.2,4.2,3.9"
Senin - Minggu (08:00 - 21:00),,082187511626,"4.2,3.9,4.2,4.1,4.2"
"Senin - Sabtu (11:00 - 20:00), Minggu Tutup",,08112077126,"3.9,4.3,3.9,4.2,4.2"
Senin - Minggu (10:00 - 21:00),,021 22956550,"4.3,3.7,3.9,4.3,4.1"
Senin - Minggu (11:00 - 21:00),,081280759898,"4.4,3.7,4.1,4.0,4.1"
"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (12:00 - 22:00)",,085718678801,"4.8,4.8,4.5,3.8,4.8"
Senin - Minggu (10:00 - 21:00),,021 29922824,"3.8,4.7,3.3,4.2,4.2"
Senin - Minggu (11:00 - 20:00),,081286034759,"5.0,3.8,5.0,4.8,4.5"
Senin - Minggu (11:00 - 21:00),,021 2295 6067,"4.4,3.7,3.8,4.3,4.2"
"Senin - Kamis (09:00 - 19:00), Jumat - Minggu (09:00 - 21:00)",,021 22571080,"3.9,4.2,3.8,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"5.0,4.3,4.5,4.5,4.5"
Senin - Minggu (11:00 - 21:00),,021 2295 6067,"4.3,3.6,3.9,4.0,3.9"
Senin - Minggu (10:00 - 21:00),,021 22455990,"4.0,4.3,3.7,4.0,4.3"
"Senin - Jumat (07:30 - 17:30), Sabtu - Minggu (07:30 - 18:00)",,022 2509500,"4.5,3.7,4.2,3.7,3.9"
"Senin - Jumat (11:00 - 20:00), Sabtu - Minggu (11:00 - 21:00)",,021 2295 6067,"3.9,4.1,4.1,4.1,4.2"
Senin - Minggu (08:00 - 22:00),,081238777270,"4.4,4.8,4.0,4.6,4.2"
"Senin - Kamis (08:00 - 22:00), Jumat - Sabtu (08:00 - 23:00), Minggu (08:00 - 22:00)",,021 2295 6067,"3.9,4.2,3.8,3.8,3.8"
Senin - Minggu (12:00 - 20:00),,085780546162,"4.0,3.9,3.8,4.2,4.3"
Senin - Minggu (10:00 - 22:00),,08118143548,"4.0,3.9,3.5,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,021 72781636,"4.3,3.8,3.9,4.1,4.1"
Senin - Minggu (07:00 - 16:00),,087889280216,"4.3,3.7,3.8,4.4,4.1"
"Senin - Sabtu (10:00 - 22:00), Minggu Tutup",One Stop Entertainment for Business Dealing,021 29821851,"4.4,4.4,4.0,4.6,4.0"
"Senin - Jumat (09:00 - 21:00), Sabtu (09:00 - 22:00), Minggu (09:00 - 21:00)",,08176695985,"4.4,4.3,4.3,4.1,4.0"
Senin - Minggu (08:00 - 21:00),,021 7268898,"4.1,4.2,3.5,3.8,4.1"
Senin - Minggu (11:00 - 21:00),,031 5937232,"4.9,3.9,4.1,4.3,4.1"
Senin - Minggu (07:30 - 21:00),,021 452074042,"3.9,4.5,4.1,4.3,4.5"
"Selasa - Sabtu (13:00 - 22:00), Minggu (08:00 - 17:00), Senin Tutup",,089643417082,"4.3,4.0,4.5,4.3,4.1"
"Senin (18:00 - 22:00), Selasa - Sabtu (11:00 - 16:00, 18:00 - 22:00), Minggu (11:00 - 16:00)",,081285872935,"4.5,4.1,4.1,4.4,3.9"
Senin - Minggu (08:00 - 24:00),,081252916603,"3.8,4.8,3.9,4.5,4.4"
"Senin - Sabtu (11:30 - 14:30, 18:30 - 22:30), Minggu (09:00 - 14:30, 18:30 - 22:00)",,021 3805555,"4.4,4.4,3.8,4.4,4.5"
Senin - Minggu (10:00 - 21:30),,081285878246,"4.4,3.5,4.2,3.9,4.0"
Senin - Minggu (10:00 - 21:00),,021 27893434,"4.3,3.7,4.0,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,08811225161,"4.2,3.9,3.6,4.1,4.2"
Senin - Minggu (13:00 - 22:00),,087875335889,"4.2,4.0,4.4,4.0,4.1"
Senin - Minggu (11:00 - 20:30),,082131111166,"4.0,4.8,3.5,4.1,4.2"
"Senin - Jumat (11:00 - 20:00), Sabtu - Minggu (11:00 - 21:00)",,08113469425,"4.2,4.0,4.1,4.3,4.3"
Senin - Minggu (10:30 - 21:00),,087711950695,"4.2,4.4,4.0,3.8,4.2"
Senin - Minggu (11:00 - 21:00),,021 29236830,"4.3,3.8,3.7,3.9,4.2"
Senin - Minggu (10:00 - 20:30),,021 2295 6067,"4.0,4.4,4.1,4.0,4.3"
Senin - Minggu (09:00 - 21:00),,085711017767,"4.4,4.1,4.0,4.1,4.1"
Senin - Minggu (11:00 - 20:00),,081210393138,"4.4,3.9,4.0,4.3,4.3"
Senin - Minggu (10:00 - 21:00),,021 29626161,"4.1,4.4,3.7,4.4,4.3"
Senin - Minggu (10:00 - 21:00),,021 57901288,"4.4,4.0,3.7,3.9,4.2"
Senin - Minggu (10:00 - 22:00),,031 5318118,"4.3,4.2,3.6,3.8,4.3"
Senin - Minggu (11:00 - 22:00),,021 29375196,"4.2,4.0,3.7,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,081282379691,"4.2,3.5,3.9,4.1,4.3"
24 Jam,,14045,"4.0,3.8,4.0,4.1,4.0"
Senin - Minggu (11:00 - 19:00),,021 2295 6067,"3.8,4.4,3.9,4.3,4.2"
Senin - Minggu (11:00 - 21:00),"Asian Fusion Restaurant and Intimate Event Venue
Serving modern asian fusion cuisine and refreshing non alcoholic drinks",082123458074,"3.8,4.4,3.4,4.2,4.4"
"Senin - Sabtu (08:00 - 21:00), Minggu Tutup",,021 5200505,"4.0,4.0,3.8,3.9,4.0"
Senin - Minggu (10:00 - 21:00),,021 30030377,"4.2,4.2,4.0,4.2,3.9"
Senin - Minggu (10:00 - 21:00),,0251 8399784,"4.5,4.5,4.2,4.0,4.2"
Senin - Minggu (08:00 - 21:00),,021 2295 6067,"3.9,4.2,3.6,4.1,4.2"
Senin - Minggu (11:00 - 22:00),,021 3108656,"4.2,3.9,3.6,3.8,4.0"
Senin - Minggu (10:00 - 21:00),,021 50386885,"4.1,4.1,3.7,4.0,4.1"
Senin - Minggu (10:00 - 21:00),,021 5725064,"4.0,4.2,3.6,3.8,4.0"
Senin - Minggu (10:00 - 21:00),,022 82063442,"4.3,4.1,4.0,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,08119467230,"4.6,3.6,4.4,4.0,3.9"
Senin - Minggu (10:00 - 22:00),,021 29310482,"4.3,4.2,3.5,4.6,4.5"
"Senin - Jumat (11:30 - 14:30, 18:00 - 22:30), Sabtu - Minggu (11:00 - 14:30, 18:00 - 22:30)",,021 29932752,"4.3,4.1,4.0,4.1,4.2"
Senin - Minggu (11:00 - 22:00),,082238668168,"4.5,3.5,4.9,3.7,3.7"
Senin - Minggu (08:00 - 21:00),,085608561060,"4.5,3.5,3.9,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,021 23580936,"4.1,4.1,3.5,3.9,4.1"
Senin - Minggu (10:00 - 21:00),,087821853285,"4.4,3.5,4.1,3.9,3.8"
"Senin - Kamis (07:00 - 23:00), Jumat - Sabtu (07:00 - 24:00), Minggu (07:00 - 23:00)",,021 28542136,"4.4,4.4,4.4,4.4,4.4"
"Senin - Sabtu (09:30 - 21:00), Minggu (08:30 - 15:00)",,031 99440453,"4.4,4.8,3.6,4.4,5.0"
"Senin - Sabtu (12:00 - 21:00), Minggu (08:00 - 21:00)",,022 2531222,"3.8,4.1,4.3,3.7,3.9"
Senin - Minggu (11:00 - 21:00),,021 55688992,"4.2,3.8,4.2,3.7,4.0"
"Senin - Kamis (11:00 - 22:00), Jumat (10:00 - 23:00), Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)",,021 31900404,"3.9,4.3,3.5,3.7,4.1"
Senin - Minggu (11:00 - 21:00),,021 3102542,"4.3,3.9,3.9,4.2,3.9"
Senin - Minggu (10:00 - 22:00),,021 80679340,"4.4,3.9,3.7,4.2,4.1"
Senin - Minggu (11:00 - 22:00),,085881630122,"4.5,3.8,3.7,4.0,4.1"
Senin - Minggu (11:00 - 21:00),,031 99244993,"3.9,4.4,3.7,4.0,4.3"
Senin - Minggu (10:00 - 22:00),,021 29310402,"4.2,4.1,3.4,4.1,4.1"
Senin - Minggu (10:00 - 21:00),Al fresco all day dining and gin bar,082113112220,"4.1,4.4,3.6,3.8,4.4"
Senin - Minggu (10:00 - 22:00),,022 2501954,"4.0,4.7,4.0,4.4,4.1"
"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)",,085880868210,"4.3,4.3,4.1,4.3,4.3"
"Senin - Minggu (12:00 - 15:00, 18:00 - 22:00)",,021 22571188,"4.1,4.3,3.6,3.9,4.3"
"Senin - Kamis (08:00 - 23:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 23:00)",,021 3847270,"4.3,4.1,4.1,3.6,3.9"
Senin - Minggu (10:00 - 22:00),,031 5313553,"4.3,4.0,3.8,4.2,4.0"
Senin - Minggu (11:00 - 21:00),,021 55742366,"4.1,4.1,4.0,4.2,3.8"
Senin - Minggu (10:00 - 21:00),,021 29888843,"4.3,3.7,4.2,4.0,4.1"
Senin - Minggu (08:30 - 22:00),,0811804343,"4.1,4.5,4.1,4.0,4.1"
Senin - Minggu (10:00 - 20:00),,022 2036755,"4.3,4.5,4.3,3.6,4.1"
"Senin - Kamis (07:00 - 22:00), Jumat - Sabtu (07:00 - 23:00), Minggu (07:00 - 22:00)",,021 45855009,"4.0,4.0,3.7,4.3,4.0"
Senin - Minggu (10:00 - 22:00),,031 51163112,"4.3,3.9,3.8,4.0,4.0"
Senin - Minggu (10:00 - 22:00),,031 99147437,"4.3,4.1,3.9,4.5,3.9"
Senin - Minggu (10:00 - 22:00),,031 99244200,"4.2,4.3,3.6,4.3,4.6"
"Senin - Sabtu (09:00 - 20:00), Minggu Tutup",,0251 7545475,"4.1,4.5,3.9,4.1,3.9"
Senin - Minggu (10:00 - 21:00),,081318566675,"4.1,3.9,3.7,4.1,4.1"
Senin - Minggu (11:00 - 22:00),,021 50116463,"4.4,3.9,3.5,3.7,4.1"
"Senin - Kamis (06:30 - 23:00), Jumat - Sabtu (06:30 - 24:00), Minggu (06:30 - 23:00)",,021 30010504,"4.1,4.1,3.7,4.1,3.9"
Senin - Minggu (09:00 - 21:00),,08174962488,"3.9,4.1,3.8,4.1,4.1"
Senin - Minggu (09:00 - 23:00),The Place Where You Can Feel Connected to Middle Eastern Cuisine in Very Special,021 3914444,"4.2,4.0,3.9,4.0,3.9"
Senin - Minggu (11:00 - 20:00),,021 7697913,"5.0,4.3,5.0,5.0,4.7"
Senin - Minggu (10:00 - 21:30),,08111248122,"5.0,4.3,5.0,4.7,5.0"
Senin - Minggu (11:00 - 22:00),,021 83793184,"4.1,4.2,4.1,4.2,4.2"
Senin - Minggu (10:00 - 21:00),,021 5639258,"4.3,3.7,3.9,3.9,3.9"
"Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (07:00 - 23:00)",,085210130408,"3.9,4.2,3.8,3.8,4.1"
Senin - Minggu (11:30 - 20:30),,021 5731001,"4.4,3.8,3.6,4.0,4.2"
Senin - Minggu (10:00 - 22:00),,021 50111173,"4.8,4.5,4.3,4.8,4.5"
Senin - Minggu (17:00 - 24:00),,0811118879,"4.8,4.3,4.8,4.8,4.3"
"Senin - Jumat (09:00 - 20:00), Sabtu - Minggu (07:00 - 21:00)",,087883434980,"4.0,4.1,3.9,4.1,4.2"
Senin - Minggu (10:00 - 22:00),,021 29508740,"4.6,4.0,3.3,4.1,4.1"
Senin - Minggu (10:00 - 22:00),,021 23580825,"4.2,4.2,3.6,3.9,4.1"
"Senin - Jumat (12:00 - 20:00), Sabtu - Minggu (11:00 - 21:00)",,022 87316105,"4.1,4.1,4.1,3.9,3.9"
Senin - Minggu (09:00 - 21:00),,021 39702229,"4.3,4.7,3.5,4.5,4.7"
Senin - Minggu (08:00 - 21:00),,0251 8316666,"4.2,4.8,3.8,4.3,4.3"
Senin - Minggu (07:00 - 20:00),,022 20511404,"4.0,4.4,3.6,3.7,3.8"
Senin - Minggu (06:00 - 22:00),,021 22601111,"3.5,4.6,3.7,4.0,4.3"
Senin - Minggu (11:00 - 21:00),,021 29239452,"4.4,3.9,3.3,4.5,4.4"
Senin - Minggu (08:00 - 21:00),,021 45858134,"3.8,4.4,3.4,3.9,4.2"
Senin - Minggu (10:00 - 22:00),,021 80679316,"4.0,3.9,3.9,3.8,3.9"
Senin - Minggu (10:00 - 21:00),,021 5639180,"4.4,3.5,4.0,4.0,3.9"
Senin - Minggu (10:00 - 22:00),,021 7506779,"4.5,3.6,4.0,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,1500566,"4.3,4.0,4.2,3.9,3.8"
Senin - Minggu (11:00 - 20:00),,082299119958,"4.4,3.8,4.2,3.8,4.2"
Senin - Minggu (09:00 - 21:00),,021 7343168,"3.9,4.4,3.9,4.0,4.2"
Senin - Minggu (10:00 - 21:00),,021 5822770,"4.2,3.9,3.7,3.9,3.9"
Senin - Minggu (10:00 - 22:00),,021 45853758,"4.2,3.9,3.6,4.0,4.1"
Senin - Minggu (11:00 - 21:00),,021 29465137,"4.0,4.3,3.5,3.9,4.0"
Senin - Minggu (08:00 - 22:00),,022 4200756,"4.6,4.0,3.7,4.0,4.2"
"Senin - Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)",,021 7192584,"4.5,4.1,3.7,4.2,4.1"
"Senin - Kamis (11:30 - 20:30), Jumat - Minggu (11:30 - 21:00)",,082120577789,"5.0,3.6,3.8,3.9,3.8"
Senin - Minggu (11:00 - 20:00),,021 45864996,"4.6,4.1,3.8,3.8,4.0"
Senin - Minggu (12:00 - 22:00),,021 73883636,"4.0,4.0,4.4,4.3,3.9"
Senin - Minggu (10:00 - 21:00),,085732006500,"4.1,4.4,4.2,3.8,3.6"
"Senin - Sabtu (07:00 - 19:00), Minggu (08:00 - 17:00)",,022 4235383,"4.5,3.4,4.1,4.0,4.0"
Senin - Minggu (11:30 - 22:00),,081282598887,"4.5,3.0,4.5,3.9,3.4"
Senin - Minggu (07:00 - 21:00),,08170007307,"3.9,4.2,3.7,4.0,4.1"
Senin - Minggu (10:00 - 22:00),,021 29201037,"4.2,3.8,3.7,3.9,4.0"
Senin - Minggu (06:30 - 22:00),,021 82428007,"4.3,4.0,4.6,4.1,4.3"
Senin - Minggu (10:00 - 21:00),,021 45854165,"4.4,4.4,3.7,4.1,4.4"
Senin - Minggu (07:00 - 23:00),,08111845118,"4.1,4.1,3.9,4.3,4.0"
"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (10:00 - 23:00)",,031 99850212,"4.3,4.6,3.7,4.3,4.3"
"Senin - Kamis (07:00 - 24:00), Jumat - Sabtu (07:00 - 02:00), Minggu (07:00 - 24:00)",,021 29529775,"4.0,4.2,3.6,3.9,4.0"
Senin - Minggu (08:00 - 22:00),,082288877753,"3.9,4.3,3.7,3.9,4.1"
Senin - Minggu (10:00 - 22:00),,082249362325,"4.5,3.9,3.8,4.0,4.1"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.3,3.7,3.8,4.1,4.1"
"Senin - Kamis (08:00 - 22:00), Jumat - Sabtu (08:00 - 23:00), Minggu (08:00 - 22:00)",,021 77216200,"4.1,4.4,3.5,3.6,4.1"
Senin - Minggu (11:00 - 21:00),,021 53140388,"4.3,3.8,3.9,4.0,3.6"
"Senin - Jumat (08:00 - 17:00), Sabtu - Minggu Tutup",,082135178110,"4.7,4.7,5.0,5.0,4.7"
Senin - Minggu (10:00 - 21:00),,021 58352247,"4.3,3.7,4.0,4.0,4.0"
"Senin - Jumat (10:00 - 24:00), Sabtu - Minggu (09:00 - 24:00)",,021 5706365,"3.8,4.5,3.4,3.8,4.0"
Senin - Minggu (11:00 - 21:00),,021 29580022,"4.2,3.9,3.8,4.2,4.2"
Senin - Minggu (10:00 - 21:00),,021 56985173,"4.1,4.4,3.3,4.2,4.2"
24 Jam,,021 3805555,"4.3,4.1,3.5,4.3,4.4"
Senin - Minggu (11:00 - 21:00),,087774017032,"4.5,3.6,3.7,4.3,4.2"
"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (07:00 - 22:00)",,021 5734430,"4.0,3.9,3.8,4.0,4.0"
Senin - Minggu (09:00 - 22:30),,081231894567,"3.9,4.5,3.4,3.8,4.2"
Senin - Minggu (08:00 - 22:00),,081196512997,"4.1,3.7,4.1,3.9,3.9"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"4.1,4.5,3.8,4.4,4.4"
Senin - Minggu (11:00 - 20:00),,021 7199671,"3.7,4.6,3.6,3.8,3.9"
Senin - Minggu (11:00 - 20:00),,021 57973339,"4.3,3.9,3.5,4.0,4.1"
Senin - Minggu (06:00 - 21:00),,021 6261438,"4.3,4.1,3.6,4.2,3.9"
"Selasa - Minggu (11:00 - 21:00), Senin Tutup",,087851101122,"3.8,4.5,3.4,4.2,4.4"
"Senin - Kamis (09:00 - 21:00), Jumat - Sabtu (09:00 - 22:00), Minggu (09:00 - 21:00)",,0811989144,"4.3,4.2,3.6,3.8,4.1"
Senin - Minggu (10:00 - 22:00),,081289819551,"4.1,3.8,4.1,4.2,4.1"
"Selasa - Minggu (10:00 - 21:00), Senin Tutup",,081319176414,"4.1,4.1,3.9,4.0,4.1"
"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 22:00)",,021 2295 6067,"4.0,4.0,3.7,4.0,4.1"
Senin - Minggu (11:00 - 21:00),,081224576912,"3.9,4.5,4.1,3.8,4.2"
Senin - Minggu (10:00 - 21:00),,021 54210779,"4.3,4.3,3.7,4.2,4.1"
Senin - Minggu (10:00 - 22:00),,08113000979,"4.4,3.5,4.5,4.2,4.2"
Senin - Minggu (10:00 - 21:00),"Berlokasi Di Green Sedayu Mall Lantai 1, Fish Village menyajikan makanan dengan menu Noodle dengan topping seafood dan juga dimsum nya yang banyak variannya",082268869393,"4.2,4.3,3.9,4.0,4.2"
Senin - Minggu (10:00 - 22:00),,082234555169,"4.6,3.4,4.6,4.3,4.0"
"Senin - Minggu (06:00 - 11:00, 17:00 - 22:00)",,08568374248,"4.4,3.8,4.3,4.3,3.9"
Senin - Minggu (10:00 - 22:00),,021 22582762,"4.5,3.7,4.0,3.8,4.0"
"Senin - Kamis (11:00 - 22:00), Jumat - Minggu (11:00 - 22:30)",,021 3847146,"4.6,3.7,3.9,3.6,3.9"
Senin - Minggu (09:00 - 18:00),,021 22585133,"4.0,4.3,3.6,4.0,4.0"
"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 02:00), Minggu (10:00 - 23:00)",,021 29529749,"4.2,3.8,4.0,3.9,3.8"
Senin - Minggu (09:00 - 19:00),,021 55688290,"4.7,4.3,3.7,4.3,4.5"
Senin - Minggu (11:00 - 21:00),,021 7200332,"4.5,4.3,4.2,4.2,4.3"
Senin - Minggu (10:00 - 22:00),,021 78831727,"4.5,4.2,4.3,4.2,4.3"
"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (10:00 - 21:00)",,081113301010,"4.5,4.3,4.0,4.3,4.3"
"Selasa - Sabtu (10:00 - 21:00), Minggu (12:00 - 21:00), Senin Tutup",,081358162698,"4.3,4.3,4.0,4.5,4.5"
Senin - Minggu (08:00 - 21:00),,021 27874283,"3.8,4.4,3.7,3.9,4.1"
"Senin - Kamis (11:00 - 24:00), Sabtu - Minggu (11:00 - 24:00), Jumat Tutup",,087779979279,"5.0,3.6,5.0,3.8,4.4"
Senin - Minggu (11:00 - 21:00),,021 2295 6067,"4.4,4.0,4.8,4.4,4.6"
Senin - Minggu (09:00 - 23:00),,031 7312112,"4.1,4.1,3.9,4.0,4.3"
"Senin - Jumat (08:00 - 20:00), Sabtu - Minggu (07:30 - 21:00)",,022 84460204,"4.2,4.6,2.9,4.3,4.5"
Senin - Minggu (10:00 - 22:00),,021 45878157,"4.5,3.7,3.9,3.7,3.8"
Senin - Minggu (10:00 - 21:00),,021 29626190,"4.4,3.6,3.8,3.9,3.8"
Senin - Minggu (10:00 - 19:00),,021 52961475,"3.8,4.4,3.5,3.8,3.9"
"Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)",,021 72781065,"4.2,3.8,3.8,3.9,3.9"
Senin - Minggu (08:00 - 21:00),,081398750453,"3.9,4.1,3.7,3.8,4.1"
Senin - Minggu (11:00 - 19:30),,021 2295 6067,"4.3,4.0,4.0,4.0,4.0"
Senin - Minggu (07:00 - 22:00),,031 99162833,"4.1,4.3,3.8,4.1,4.2"
Senin - Minggu (09:00 - 21:00),,031 5946718,"4.0,4.2,3.8,4.2,4.5"
"Senin - Minggu (11:30 - 14:30, 18:00 - 23:00)",,021 5712189,"4.2,4.4,3.4,4.1,4.3"
Senin - Minggu (09:00 - 18:00),,081383009199,"4.3,4.1,3.9,3.9,4.2"
Senin - Minggu (08:00 - 20:00),,0897766770,"4.1,4.2,4.0,4.0,4.2"
"Senin - Sabtu (08:00 - 23:30), Minggu (11:00 - 17:00)",,021 27082215,"4.0,4.4,3.5,4.6,4.4"
Senin - Minggu (07:00 - 21:00),,031 82518562,"4.1,4.6,3.7,3.9,3.9"
Senin - Minggu (10:00 - 22:00),,021 5465954,"3.9,4.2,4.3,4.1,4.1"
Senin - Minggu (11:00 - 21:00),,087746590003,"4.4,3.7,4.2,4.3,4.1"
Senin - Minggu (11:00 - 21:00),,021 22339536,"4.2,3.9,3.5,3.9,4.0"
Senin - Minggu (10:00 - 22:00),,021 22901111,"4.4,4.3,3.9,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 27822000,"4.4,4.4,3.9,4.0,4.3"
Senin - Minggu (08:00 - 21:00),,081321360798,"3.9,4.3,3.6,3.8,4.0"
"Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)",,021 72781459,"4.2,3.9,3.6,3.9,4.2"
Senin - Minggu (09:30 - 21:30),,021 8280246,"4.4,3.6,4.0,4.0,4.0"
"Senin - Sabtu (07:00 - 21:00), Minggu (07:00 - 18:00)",,021 31925799,"4.3,4.0,3.2,4.3,4.5"
Senin - Minggu (10:00 - 21:00),,021 22571810,"4.1,4.0,3.8,4.0,4.0"
Senin - Minggu (08:00 - 22:00),,0818710117,"3.7,4.4,3.4,4.1,4.3"
Senin - Minggu (11:00 - 21:00),,031 99923338,"4.6,3.9,3.5,4.3,4.3"
Senin - Minggu (10:00 - 22:00),,021 2295 6067,"3.9,4.6,3.5,3.9,4.2"
Senin - Minggu (10:00 - 21:00),,081133347322,"4.3,3.7,4.2,4.1,4.0"
Senin - Minggu (11:00 - 21:00),,08123283614,"4.8,3.2,4.2,4.1,4.0"
Senin - Minggu (10:00 - 22:00),,082118914817,"4.0,4.7,3.3,4.1,4.0"
Senin - Minggu (08:00 - 21:00),,085775714953,"4.0,4.0,3.9,4.3,4.3"
Senin - Minggu (11:00 - 22:00),,021 29440425,"3.8,4.0,4.4,4.3,4.0"
Senin - Minggu (07:00 - 20:00),,087802079166,"4.3,3.9,3.8,4.3,4.2"
Senin - Minggu (10:00 - 22:00),,021 88861848,"4.8,3.9,4.3,3.8,3.9"
"Senin - Sabtu (11:00 - 24:00), Minggu Tutup",,021 51402121,"4.1,4.3,3.9,4.5,4.4"
Senin - Minggu (07:00 - 21:00),,082199682518,"3.9,4.4,2.9,4.2,4.5"
"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)",,0251 8374497,"3.7,4.4,3.6,3.9,3.8"
"Selasa - Minggu (07:00 - 23:00), Senin Tutup",,021 27081206,"4.1,4.4,3.5,3.8,4.0"
"Senin - Kamis (11:00 - 24:00), Jumat - Sabtu (11:00 - 01:00), Minggu (11:00 - 24:00)",,021 3105777,"4.2,4.3,3.4,4.1,4.1"
Senin - Minggu (09:00 - 23:00),,022 20532339,"3.9,4.1,4.0,3.8,4.1"
